Date,Close_Ratio_2,Trend_2,Close_Ratio_5,Trend_5,Close_Ratio_60,Trend_60,Close_Ratio_250,Trend_250,Close_Ratio_1000,Trend_1000
2025-04-24 00:00:00-04:00,1.0100279778820522,2.0,1.0313870756747432,4.0,0.9599238234980879,30.0,0.9687255265763707,143.0,1.175485913661944,527.0
2025-04-25 00:00:00-04:00,1.0036730258799733,2.0,1.0296010705871936,4.0,0.968453761064289,31.0,0.97553946405673,144.0,1.1838148429343318,527.0
2025-04-28 00:00:00-04:00,1.0003202507585525,2.0,1.01622655384419,5.0,0.9706122697886328,31.0,0.9758689750778232,144.0,1.184227211949473,528.0
2025-04-29 00:00:00-04:00,1.0028928127033665,2.0,1.0119645293751554,5.0,0.9776163230674384,32.0,0.9812233180708494,144.0,1.1907432379465122,528.0
2025-04-30 00:00:00-04:00,1.0007394484911938,2.0,1.0063855795855716,5.0,0.9802853793127047,33.0,0.982305722935129,145.0,1.1921564516319485,528.0
2025-05-01 00:00:00-04:00,1.0031396625417772,2.0,1.0083744973010274,5.0,0.9877171404878546,33.0,0.9880850181286835,146.0,1.1993138452672403,528.0
2025-05-02 00:00:00-04:00,1.0073094653729857,2.0,1.017313378641833,5.0,1.0033675283414984,33.0,1.0021961622585505,146.0,1.2165855547719526,529.0
2025-05-05 00:00:00-04:00,0.9967989874184467,1.0,1.0064414812481122,4.0,0.9982360753156692,32.0,0.9954338351566384,145.0,1.2084344479230502,529.0
2025-05-06 00:00:00-04:00,0.9961385265537566,0.0,0.9970619587987929,3.0,0.9917802239233124,32.0,0.9874791689482708,144.0,1.1987418665571126,529.0
2025-05-07 00:00:00-04:00,1.0021684656544612,1.0,0.9991844761266281,3.0,0.9973703714436924,32.0,0.9914612836182723,144.0,1.2035612162796543,529.0
2025-05-08 00:00:00-04:00,1.0028915025152805,2.0,1.002851358305103,3.0,1.0043543063640756,32.0,0.9968771689777255,145.0,1.2101561977603517,529.0
2025-05-09 00:00:00-04:00,0.9996441329475844,1.0,1.0030883865905966,2.0,1.0048039902092192,32.0,0.9958553389431685,144.0,1.2089086249944188,529.0
2025-05-12 00:00:00-04:00,1.0160186180224382,1.0,1.0286810226884269,3.0,1.0383514117871595,32.0,1.0278295874641943,144.0,1.247811770664883,530.0
2025-05-13 00:00:00-04:00,1.003611013814824,2.0,1.0260364912827546,4.0,1.0465844466414693,33.0,1.0347953107942258,145.0,1.2563811183615738,531.0
2025-05-14 00:00:00-04:00,1.0012140121533772,2.0,1.0189549675424907,4.0,1.0498401924800682,33.0,1.0368339371320576,145.0,1.2589673367133551,531.0
